Date Applied,Transaction Code,System Event Description,Order No,Order Type,Transaction Qty,On Hand Qty After Transaction,Lead Time Coverage,Order Point,Lot Size
2024-01-27,INTSHIP,Issue for Material Requisition,15417,Material Requisition,-72,4538,0.76,4000,8000
2024-01-28,INTSHIP,Issue for Material Requisition,15446,Material Requisition,-36,4502,0.76,4000,8000
2024-01-28,INTSHIP,Issue for Material Requisition,14635,Material Requisition,-72,4430,0.75,4000,8000
2024-01-28,INTSHIP,Issue for Material Requisition,15470,Material Requisition,-72,4358,0.73,4000,8000
2024-01-29,INTSHIP,Issue for Material Requisition,15513,Material Requisition,-36,4322,0.73,4000,8000
2024-01-29,INTSHIP,Issue for Material Requisition,14150,Material Requisition,-72,4250,0.71,4000,8000
2024-01-30,INTSHIP,Issue for Material Requisition,15549,Material Requisition,-36,4214,0.71,4000,8000
2024-01-30,INTSHIP,Issue for Material Requisition,15573,Material Requisition,-72,4142,0.7,4000,8000
2024-01-30,INTSHIP,Issue for Material Requisition,15222,Material Requisition,-3,4139,0.7,4000,8000
2024-01-30,INTSHIP,Issue for Material Requisition,15583,Material Requisition,-36,4103,0.69,4000,8000
2024-01-31,INTSHIP,Issue for Material Requisition,15622,Material Requisition,-72,4031,0.68,4000,8000
2024-02-01,INTSHIP,Issue for Material Requisition,15638,Material Requisition,-36,3995,0.67,4000,8000
2024-02-01,INTSHIP,Issue for Material Requisition,15660,Material Requisition,-48,3947,0.66,4000,8000
2024-02-02,INTSHIP,Issue for Material Requisition,15692,Material Requisition,-72,3875,0.65,4000,8000
2024-02-03,INTSHIP,Issue for Material Requisition,15678,Material Requisition,-48,3827,0.64,4000,8000
2024-02-03,INTSHIP,Issue for Material Requisition,15721,Material Requisition,-72,3755,0.63,4000,8000
2024-02-04,INTSHIP,Issue for Material Requisition,15794,Material Requisition,-72,3683,0.62,4000,8000
2024-02-06,INTSHIP,Issue for Material Requisition,15704,Material Requisition,-48,3635,0.61,4000,8000
2024-02-06,INTSHIP,Issue for Material Requisition,15729,Material Requisition,-48,3587,0.6,4000,8000
2024-02-06,INTSHIP,Issue for Material Requisition,15793,Material Requisition,-48,3539,0.6,4000,8000
2024-02-06,INTSHIP,Issue for Material Requisition,15846,Material Requisition,-48,3491,0.59,4000,8000
2024-02-08,INTSHIP,Issue for Material Requisition,15944,Material Requisition,-48,3443,0.58,4000,8000
2024-02-10,INTSHIP,Issue for Material Requisition,16020,Material Requisition,-48,3395,0.57,4000,8000
2024-02-10,INTSHIP,Issue for Material Requisition,16009,Material Requisition,-48,3347,0.56,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,15824,Material Requisition,-72,3275,0.55,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,15878,Material Requisition,-72,3203,0.54,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,15903,Material Requisition,-48,3155,0.53,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,15927,Material Requisition,-72,3083,0.52,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,15972,Material Requisition,-72,3011,0.51,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,16011,Material Requisition,-48,2963,0.5,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,16028,Material Requisition,-48,2915,0.49,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,16057,Material Requisition,-72,2843,0.48,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,16109,Material Requisition,-48,2795,0.47,4000,8000
2024-02-12,INTSHIP,Issue for Material Requisition,16064,Material Requisition,-48,2747,0.46,4000,8000
2024-02-14,INTSHIP,Issue for Material Requisition,16066,Material Requisition,-12,2735,0.46,4000,8000
2024-02-14,INTSHIP,Issue for Material Requisition,16091,Material Requisition,-48,2687,0.45,4000,8000
2024-02-15,INTSHIP,Issue for Material Requisition,16130,Material Requisition,-48,2639,0.44,4000,8000
2024-02-15,INTSHIP,Issue for Material Requisition,16185,Material Requisition,-48,2591,0.44,4000,8000
2024-02-15,INTSHIP,Issue for Material Requisition,16258,Material Requisition,-48,2543,0.43,4000,8000
2024-02-15,INTSHIP,Issue for Material Requisition,16238,Material Requisition,-72,2471,0.42,4000,8000
2024-02-16,INTSHIP,Issue for Material Requisition,16270,Material Requisition,-72,2399,0.4,4000,8000
2024-02-17,INTSHIP,Issue for Material Requisition,16166,Material Requisition,-36,2363,0.4,4000,8000
2024-02-17,INTSHIP,Issue for Material Requisition,16223,Material Requisition,-36,2327,0.39,4000,8000
2024-02-17,INTSHIP,Issue for Material Requisition,16264,Material Requisition,-36,2291,0.39,4000,8000
2024-02-17,INTSHIP,Issue for Material Requisition,16300,Material Requisition,-36,2255,0.38,4000,8000
2024-02-17,INTSHIP,Issue for Material Requisition,16301,Material Requisition,-72,2183,0.37,4000,8000
2024-02-18,INTSHIP,Issue for Material Requisition,16334,Material Requisition,-36,2147,0.36,4000,8000
2024-02-18,ARRIVAL,Receipt of Purchase Order,4542,Purchase Order,2004,3830,0.64,4000,8000
2024-02-19,INTSHIP,Issue for Material Requisition,16124,Material Requisition,-72,2075,0.35,4000,8000
2024-02-19,INTSHIP,Issue for Material Requisition,16143,Material Requisition,-69,2006,0.34,4000,8000
2024-02-20,INTSHIP,Issue for Material Requisition,16370,Material Requisition,-36,1970,0.33,4000,8000
2024-02-20,INTSHIP,Issue for Material Requisition,16151,Material Requisition,-72,1898,0.32,4000,8000
2024-02-21,INTSHIP,Issue for Material Requisition,16409,Material Requisition,-36,1862,0.31,4000,8000
2024-02-21,INTSHIP,Issue for Material Requisition,16427,Material Requisition,-36,1826,0.31,4000,8000
2024-02-22,ARRIVAL,Receipt of Purchase Order,4542,Purchase Order,2997,6827,1.15,4000,8000
2024-02-23,INTSHIP,Issue for Material Requisition,16489,Material Requisition,-36,6791,1.14,4000,8000
2024-02-23,INTSHIP,Issue for Material Requisition,16496,Material Requisition,-30,6761,1.14,4000,8000
2024-02-23,INTSHIP,Issue for Material Requisition,16150,Material Requisition,-72,6689,1.13,4000,8000
2024-02-23,INTSHIP,Issue for Material Requisition,16497,Material Requisition,-72,6617,1.11,4000,8000
2024-02-23,INTSHIP,Issue for Material Requisition,16515,Material Requisition,-72,6545,1.1,4000,8000
2024-02-24,INTSHIP,Issue for Material Requisition,16544,Material Requisition,-72,6473,1.09,4000,8000
2024-02-25,INTSHIP,Issue for Material Requisition,16594,Material Requisition,-12,6461,1.09,4000,8000
2024-02-26,INTSHIP,Issue for Material Requisition,16529,Material Requisition,-36,6425,1.08,4000,8000
2024-02-26,INTSHIP,Issue for Material Requisition,16557,Material Requisition,-48,6377,1.07,4000,8000
2024-02-26,INTSHIP,Issue for Material Requisition,16591,Material Requisition,-48,6329,1.06,4000,8000
2024-02-27,INTSHIP,Issue for Material Requisition,16630,Material Requisition,-48,6281,1.06,4000,8000
2024-02-27,INTSHIP,Issue for Material Requisition,16617,Material Requisition,-72,6209,1.04,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16687,Material Requisition,-48,6161,1.04,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16656,Material Requisition,-72,6089,1.02,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16680,Material Requisition,-72,6017,1.01,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16712,Material Requisition,-72,5945,1,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16666,Material Requisition,-48,5897,0.99,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16728,Material Requisition,-48,5849,0.98,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16745,Material Requisition,-72,5777,0.97,4000,8000
2024-03-01,INTSHIP,Issue for Material Requisition,16758,Material Requisition,-36,5741,0.97,4000,8000
2024-03-02,INTSHIP,Issue for Material Requisition,16764,Material Requisition,-72,5669,0.95,4000,8000
2024-03-03,INTSHIP,Issue for Material Requisition,16787,Material Requisition,-36,5633,0.95,4000,8000
2024-03-03,ARRIVAL,Receipt of Purchase Order,4740,Purchase Order,2496,8129,1.37,4000,8000
2024-03-03,ARRIVAL,Receipt of Purchase Order,4740,Purchase Order,2508,10637,1.79,4000,8000
2024-03-05,INTSHIP,Issue for Material Requisition,16875,Material Requisition,-36,10601,1.78,4000,8000
2024-03-06,INTSHIP,Issue for Material Requisition,16922,Material Requisition,-72,10529,1.77,4000,8000
2024-03-07,INTSHIP,Issue for Material Requisition,16914,Material Requisition,-36,10493,1.77,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16852,Material Requisition,-36,10457,1.76,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16954,Material Requisition,-36,10421,1.75,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16986,Material Requisition,-36,10385,1.75,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16856,Material Requisition,-72,10313,1.73,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16808,Material Requisition,-72,10241,1.72,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16874,Material Requisition,-24,10217,1.72,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16882,Material Requisition,-72,10145,1.71,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16969,Material Requisition,-72,10073,1.69,4000,8000
2024-03-08,INTSHIP,Issue for Material Requisition,16993,Material Requisition,-72,10001,1.68,4000,8000
2024-03-09,INTSHIP,Issue for Material Requisition,17011,Material Requisition,-36,9965,1.68,4000,8000
2024-03-09,INTSHIP,Issue for Material Requisition,17039,Material Requisition,-36,9929,1.67,4000,8000
2024-03-09,INTSHIP,Issue for Material Requisition,17017,Material Requisition,-72,9857,1.66,4000,8000
2024-03-10,INTSHIP,Issue for Material Requisition,14832,Material Requisition,-1.5,9855.5,1.66,4000,8000
2024-03-11,INTSHIP,Issue for Material Requisition,17045,Material Requisition,-69,9786.5,1.65,4000,8000
2024-03-11,INTSHIP,Issue for Material Requisition,17080,Material Requisition,-72,9714.5,1.63,4000,8000
2024-03-11,INTSHIP,Issue for Material Requisition,17093,Material Requisition,-48,9666.5,1.63,4000,8000
2024-03-11,INTSHIP,Issue for Material Requisition,17075,Material Requisition,-36,9630.5,1.62,4000,8000
2024-03-12,INTSHIP,Issue for Material Requisition,17045,Material Requisition,-3,9627.5,1.62,4000,8000
2024-03-12,INTSHIP,Issue for Material Requisition,14832,Material Requisition,-0.5,9627,1.62,4000,8000
2024-03-13,INTSHIP,Issue for Material Requisition,17103,Material Requisition,-72,9555,1.61,4000,8000
2024-03-13,INTSHIP,Issue for Material Requisition,17132,Material Requisition,-73,9482,1.6,4000,8000
2024-03-13,INTSHIP,Issue for Material Requisition,17124,Material Requisition,-48,9434,1.59,4000,8000
2024-03-13,INTSHIP,Issue for Material Requisition,17145,Material Requisition,-68.5,9365.5,1.58,4000,8000
2024-03-14,INTSHIP,Issue for Material Requisition,17147,Material Requisition,-81,9284.5,1.56,4000,8000
2024-03-15,INTSHIP,Issue for Material Requisition,17159,Material Requisition,-81,9203.5,1.55,4000,8000
2024-03-16,INTSHIP,Issue for Material Requisition,17170,Material Requisition,-80,9123.5,1.53,4000,8000
2024-03-20,INTSHIP,Issue for Material Requisition,17140,Material Requisition,-36,9087.5,1.53,4000,8000
2024-03-20,INTSHIP,Issue for Material Requisition,17152,Material Requisition,-48,9039.5,1.52,4000,8000
2024-03-20,INTSHIP,Issue for Material Requisition,17166,Material Requisition,-36,9003.5,1.51,4000,8000
2024-03-20,INTSHIP,Issue for Material Requisition,17184,Material Requisition,-48,8955.5,1.51,4000,8000
2024-03-20,INTSHIP,Issue for Material Requisition,17234,Material Requisition,-81,8874.5,1.49,4000,8000
2024-03-20,INTSHIP,Issue for Material Requisition,17260,Material Requisition,-67.5,8807,1.48,4000,8000
2024-03-20,INTSHIP,Issue for Material Requisition,17320,Material Requisition,-72.6,8734.4,1.47,4000,8000
2024-03-21,INTSHIP,Issue for Material Requisition,17214,Material Requisition,-48,8686.4,1.46,4000,8000
2024-03-22,INTSHIP,Issue for Material Requisition,17215,Material Requisition,-81,8605.4,1.45,4000,8000
2024-03-22,INTSHIP,Issue for Material Requisition,17256,Material Requisition,-48,8557.4,1.44,4000,8000
2024-03-22,INTSHIP,Issue for Material Requisition,17304,Material Requisition,-48,8509.4,1.43,4000,8000
2024-03-22,INTSHIP,Issue for Material Requisition,17327,Material Requisition,-48,8461.4,1.42,4000,8000
2024-03-22,INTSHIP,Issue for Material Requisition,17328,Material Requisition,-72,8389.4,1.41,4000,8000
2024-03-23,INTSHIP,Issue for Material Requisition,17337,Material Requisition,-48,8341.4,1.4,4000,8000
2024-03-23,INTSHIP,Issue for Material Requisition,17345,Material Requisition,-72,8269.4,1.39,4000,8000
2024-03-23,INTSHIP,Issue for Material Requisition,17354,Material Requisition,-48,8221.4,1.38,4000,8000
2024-03-25,INTSHIP,Issue for Material Requisition,17376,Material Requisition,-42,8179.4,1.38,4000,8000
2024-03-25,INTSHIP,Issue for Material Requisition,17411,Material Requisition,-48,8131.4,1.37,4000,8000
2024-03-27,INTSHIP,Issue for Material Requisition,17491,Material Requisition,-48,8083.4,1.36,4000,8000
2024-03-28,INTSHIP,Issue for Material Requisition,17539,Material Requisition,-48,8035.4,1.35,4000,8000
2024-03-29,INTSHIP,Issue for Material Requisition,17560,Material Requisition,-72,7963.4,1.34,4000,8000
2024-03-29,INTSHIP,Issue for Material Requisition,17438,Material Requisition,-48,7915.4,1.33,4000,8000
2024-03-29,INTSHIP,Issue for Material Requisition,17449,Material Requisition,-24,7891.4,1.33,4000,8000
2024-03-29,INTSHIP,Issue for Material Requisition,17389,Material Requisition,-48,7843.4,1.32,4000,8000
2024-03-29,INTSHIP,Issue for Material Requisition,17409,Material Requisition,-48,7795.4,1.31,4000,8000
2024-03-31,INTSHIP,Issue for Material Requisition,12294,Material Requisition,-3,7792.4,1.31,4000,8000
2024-03-31,INTSHIP,Issue for Material Requisition,17581,Material Requisition,-48,7744.4,1.3,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17617,Material Requisition,-48,7696.4,1.29,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17639,Material Requisition,-48,7648.4,1.29,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17602,Material Requisition,-48,7600.4,1.28,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17580,Material Requisition,-48,7552.4,1.27,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17433,Material Requisition,-48,7504.4,1.26,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17478,Material Requisition,-36,7468.4,1.26,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17538,Material Requisition,-36,7432.4,1.25,4000,8000
2024-04-01,INTSHIP,Issue for Material Requisition,17557,Material Requisition,-36,7396.4,1.24,4000,8000
2024-04-02,INTSHIP,Issue for Material Requisition,17626,Material Requisition,-24,7372.4,1.24,4000,8000
2024-04-02,INTSHIP,Issue for Material Requisition,17636,Material Requisition,-48,7324.4,1.23,4000,8000
2024-04-02,INTSHIP,Issue for Material Requisition,17650,Material Requisition,-48,7276.4,1.22,4000,8000
2024-04-02,INTSHIP,Issue for Material Requisition,17658,Material Requisition,-48,7228.4,1.22,4000,8000
2024-04-03,INTSHIP,Issue for Material Requisition,17681,Material Requisition,-12,7216.4,1.21,4000,8000
2024-04-04,INTSHIP,Issue for Material Requisition,17685,Material Requisition,-72,7144.4,1.2,4000,8000
2024-04-04,INTSHIP,Issue for Material Requisition,17724,Material Requisition,-12,7058,1.19,4000,8000
2024-04-04,INTSHIP,Issue for Material Requisition,17724,Material Requisition,-74.4,7070,1.19,4000,8000
2024-04-05,INTSHIP,Issue for Material Requisition,17739,Material Requisition,-72,6986,1.18,4000,8000
2024-04-06,INTSHIP,Issue for Material Requisition,17344,Material Requisition,-72,6914,1.16,4000,8000
2024-04-06,INTSHIP,Issue for Material Requisition,17679,Material Requisition,-48,6866,1.16,4000,8000
2024-04-06,INTSHIP,Issue for Material Requisition,17713,Material Requisition,-36,6830,1.15,4000,8000
2024-04-06,INTSHIP,Issue for Material Requisition,17736,Material Requisition,-14,6816,1.15,4000,8000
2024-04-06,INTSHIP,Issue for Material Requisition,17736,Material Requisition,-34,6782,1.14,4000,8000
2024-04-06,INTSHIP,Issue for Material Requisition,17741,Material Requisition,-36,6746,1.13,4000,8000
2024-04-06,INTSHIP,Issue for Material Requisition,17772,Material Requisition,-42,6704,1.13,4000,8000
2024-04-07,INTSHIP,Issue for Material Requisition,17786,Material Requisition,-72,6632,1.12,4000,8000
2024-04-08,INTSHIP,Issue for Material Requisition,17779,Material Requisition,-48,6584,1.11,4000,8000
2024-04-09,INTSHIP,Issue for Material Requisition,17822,Material Requisition,-36,6548,1.1,4000,8000
2024-04-09,INTSHIP,Issue for Material Requisition,17829,Material Requisition,-72,6476,1.09,4000,8000
2024-04-13,INTSHIP,Issue for Material Requisition,17874,Material Requisition,-42,6434,1.08,4000,8000
2024-04-13,INTSHIP,Issue for Material Requisition,17908,Material Requisition,-72,6362,1.07,4000,8000
2024-04-13,INTSHIP,Issue for Material Requisition,17924,Material Requisition,-48,6314,1.06,4000,8000
2024-04-13,INTSHIP,Issue for Material Requisition,17930,Material Requisition,-36,6278,1.06,4000,8000
2024-04-13,INTSHIP,Issue for Material Requisition,17933,Material Requisition,-72,6206,1.04,4000,8000
2024-04-13,INTSHIP,Issue for Material Requisition,17950,Material Requisition,-72,6134,1.03,4000,8000
2024-04-13,INTSHIP,Issue for Material Requisition,17958,Material Requisition,-36,6098,1.03,4000,8000
2024-04-14,INTSHIP,Issue for Material Requisition,17970,Material Requisition,-42,6056,1.02,4000,8000
2024-04-14,INTSHIP,Issue for Material Requisition,17862,Material Requisition,-72,5984,1.01,4000,8000
2024-04-15,INTSHIP,Issue for Material Requisition,18027,Material Requisition,-36,5948,1,4000,8000
2024-04-16,INTSHIP,Issue for Material Requisition,18072,Material Requisition,-24,5924,1,4000,8000
2024-04-16,INTSHIP,Issue for Material Requisition,18100,Material Requisition,-36,5888,0.99,4000,8000
2024-04-18,INTSHIP,Issue for Material Requisition,18172,Material Requisition,-72,5816,0.98,4000,8000
2024-04-19,INTSHIP,Issue for Material Requisition,18006,Material Requisition,-24,5792,0.97,4000,8000
2024-04-19,INTSHIP,Issue for Material Requisition,18200,Material Requisition,-48,5744,0.97,4000,8000
2024-04-19,INTSHIP,Issue for Material Requisition,18116,Material Requisition,-48,5696,0.96,4000,8000
2024-04-19,INTSHIP,Issue for Material Requisition,18143,Material Requisition,-48,5648,0.95,4000,8000
2024-04-20,INTSHIP,Issue for Material Requisition,18145,Material Requisition,-36,5612,0.94,4000,8000
2024-04-20,INTSHIP,Issue for Material Requisition,18195,Material Requisition,-36,5576,0.94,4000,8000
2024-04-20,INTSHIP,Issue for Material Requisition,18043,Material Requisition,-48,5528,0.93,4000,8000
2024-04-20,INTSHIP,Issue for Material Requisition,18085,Material Requisition,-72,5456,0.92,4000,8000
2024-04-20,INTSHIP,Issue for Material Requisition,17991,Material Requisition,-48,5408,0.91,4000,8000
2024-04-20,INTSHIP,Issue for Material Requisition,18241,Material Requisition,-48,5360,0.9,4000,8000
2024-04-21,INTSHIP,Issue for Material Requisition,18286,Material Requisition,-36,5324,0.9,4000,8000
2024-04-22,INTSHIP,Issue for Material Requisition,18343,Material Requisition,-36,5288,0.89,4000,8000
2024-04-24,INTSHIP,Issue for Material Requisition,18468,Material Requisition,-36,5252,0.88,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18290,Material Requisition,-48,5204,0.88,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18308,Material Requisition,-12,5192,0.87,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18378,Material Requisition,-48,5144,0.87,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18438,Material Requisition,-72,5072,0.85,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18535,Material Requisition,-72,5000,0.84,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18492,Material Requisition,-72,4928,0.83,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18556,Material Requisition,-72,4856,0.82,4000,8000
2024-04-26,INTSHIP,Issue for Material Requisition,18538,Material Requisition,-72,4784,0.8,4000,8000
2024-04-27,INTSHIP,Issue for Material Requisition,18501,Material Requisition,-36,4748,0.8,4000,8000
2024-04-27,INTSHIP,Issue for Material Requisition,18547,Material Requisition,-36,4712,0.79,4000,8000
2024-04-27,INTSHIP,Issue for Material Requisition,18565,Material Requisition,-36,4676,0.79,4000,8000
2024-04-27,INTSHIP,Issue for Material Requisition,18574,Material Requisition,-72,4604,0.77,4000,8000
2024-04-29,INTSHIP,Issue for Material Requisition,18650,Material Requisition,-36,4568,0.77,4000,8000
2024-04-29,INTSHIP,Issue for Material Requisition,18586,Material Requisition,-36,4532,0.76,4000,8000
2024-04-30,INTSHIP,Issue for Material Requisition,18624,Material Requisition,-72,4460,0.75,4000,8000
2024-04-30,INTSHIP,Issue for Material Requisition,18686,Material Requisition,-72,4388,0.74,4000,8000
2024-05-01,INTSHIP,Issue for Material Requisition,18726,Material Requisition,-72,4316,0.73,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18675,Material Requisition,-36,4280,0.72,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18733,Material Requisition,-46,4234,0.71,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18765,Material Requisition,-72,4162,0.7,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18773,Material Requisition,-48,4114,0.69,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18801,Material Requisition,-72,4042,0.68,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18827,Material Requisition,-72,3970,0.67,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18840,Material Requisition,-36,3934,0.66,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18860,Material Requisition,-36,3898,0.66,4000,8000
2024-05-05,INTSHIP,Issue for Material Requisition,18810,Material Requisition,-36,3862,0.65,4000,8000
2024-05-06,INTSHIP,Issue for Material Requisition,18869,Material Requisition,-48,3814,0.64,4000,8000
2024-05-08,INTSHIP,Issue for Material Requisition,18861,Material Requisition,-24,3790,0.64,4000,8000
2024-05-08,INTSHIP,Issue for Material Requisition,18897,Material Requisition,-36,3754,0.63,4000,8000
2024-05-08,INTSHIP,Issue for Material Requisition,18921,Material Requisition,-48,3706,0.62,4000,8000
2024-05-08,INTSHIP,Issue for Material Requisition,18936,Material Requisition,-36,3670,0.62,4000,8000
2024-05-08,INTSHIP,Issue for Material Requisition,18972,Material Requisition,-48,3622,0.61,4000,8000
2024-05-08,INTSHIP,Issue for Material Requisition,19004,Material Requisition,-36,3586,0.6,4000,8000
2024-05-09,INTSHIP,Issue for Material Requisition,19074,Material Requisition,-48,3538,0.6,4000,8000
2024-05-11,INTSHIP,Issue for Material Requisition,19109,Material Requisition,-72,3466,0.58,4000,8000
2024-05-12,INTSHIP,Issue for Material Requisition,19020,Material Requisition,-48,3418,0.58,4000,8000
2024-05-12,INTSHIP,Issue for Material Requisition,18437,Material Requisition,-72,3346,0.56,4000,8000
2024-05-12,INTSHIP,Issue for Material Requisition,19164,Material Requisition,-72,3274,0.55,4000,8000
2024-05-13,INTSHIP,Issue for Material Requisition,19048,Material Requisition,-36,3238,0.54,4000,8000
2024-05-13,INTSHIP,Issue for Material Requisition,19101,Material Requisition,-36,3202,0.54,4000,8000
2024-05-13,INTSHIP,Issue for Material Requisition,19126,Material Requisition,-36,3166,0.53,4000,8000
2024-05-13,INTSHIP,Issue for Material Requisition,19154,Material Requisition,-36,3130,0.53,4000,8000
2024-05-14,INTSHIP,Issue for Material Requisition,19243,Material Requisition,-36,3094,0.52,4000,8000
2024-05-15,INTSHIP,Issue for Material Requisition,19206,Material Requisition,-72,3022,0.51,4000,8000
2024-05-15,INTSHIP,Issue for Material Requisition,19249,Material Requisition,-72,2950,0.5,4000,8000
2024-05-16,INTSHIP,Issue for Material Requisition,19290,Material Requisition,-72,2878,0.48,4000,8000
2024-05-16,INTSHIP,Issue for Material Requisition,19337,Material Requisition,-72,2806,0.47,4000,8000
2024-05-17,INTSHIP,Issue for Material Requisition,19363,Material Requisition,-144,2662,0.45,4000,8000
2024-05-18,INTSHIP,Issue for Material Requisition,19279,Material Requisition,-36,2626,0.44,4000,8000
2024-05-18,INTSHIP,Issue for Material Requisition,19351,Material Requisition,-36,2590,0.44,4000,8000
2024-05-18,INTSHIP,Issue for Material Requisition,19380,Material Requisition,-36,2554,0.43,4000,8000
2024-05-18,INTSHIP,Issue for Material Requisition,19321,Material Requisition,-36,2518,0.42,4000,8000
2024-05-18,INTSHIP,Issue for Material Requisition,19379,Material Requisition,-72,2446,0.41,4000,8000
2024-05-19,INTSHIP,Issue for Material Requisition,19408,Material Requisition,-72,2374,0.4,4000,8000
2024-05-20,INTSHIP,Issue for Material Requisition,19420,Material Requisition,-36,2338,0.39,4000,8000
2024-05-20,INTSHIP,Issue for Material Requisition,19390,Material Requisition,-42,2296,0.39,4000,8000
2024-05-21,INTSHIP,Issue for Material Requisition,19435,Material Requisition,-72,2224,0.37,4000,8000
2024-05-21,INTSHIP,Issue for Material Requisition,19446,Material Requisition,-36,2188,0.37,4000,8000
2024-05-22,INTSHIP,Issue for Material Requisition,19478,Material Requisition,-72,2116,0.36,4000,8000
2024-05-22,INTSHIP,Issue for Material Requisition,19490,Material Requisition,-36,2080,0.35,4000,8000
2024-05-25,INTSHIP,Issue for Material Requisition,19513,Material Requisition,-72,2008,0.34,4000,8000
2024-05-25,INTSHIP,Issue for Material Requisition,19522,Material Requisition,-36,1972,0.33,4000,8000
2024-05-25,INTSHIP,Issue for Material Requisition,19541,Material Requisition,-72,1900,0.32,4000,8000
2024-05-25,INTSHIP,Issue for Material Requisition,19555,Material Requisition,-36,1864,0.31,4000,8000
2024-05-26,INTSHIP,Issue for Material Requisition,19612,Material Requisition,-36,1828,0.31,4000,8000
2024-05-26,INTSHIP,Issue for Material Requisition,19583,Material Requisition,-72,1756,0.3,4000,8000
2024-05-27,INTSHIP,Issue for Material Requisition,19670,Material Requisition,-46,1710,0.29,4000,8000
2024-05-27,INTSHIP,Issue for Material Requisition,19670,Material Requisition,-2,1708,0.29,4000,8000
2024-05-27,INTSHIP,Issue for Material Requisition,19577,Material Requisition,-48,1660,0.28,4000,8000
2024-05-27,INTSHIP,Issue for Material Requisition,19652,Material Requisition,-24,1636,0.28,4000,8000
2024-05-27,INTSHIP,Issue for Material Requisition,19663,Material Requisition,-48,1588,0.27,4000,8000
2024-05-28,INTSHIP,Issue for Material Requisition,19722,Material Requisition,-36,1552,0.26,4000,8000
2024-05-28,ARRIVAL,Receipt of Purchase Order,5777,Purchase Order,3492,5044,0.85,4000,8000
2024-05-28,ARRIVAL,Receipt of Purchase Order,5777,Purchase Order,3504,8440,1.42,4000,8000
2024-05-29,INTSHIP,Issue for Material Requisition,19751,Material Requisition,-72,4972,0.84,4000,8000
2024-05-29,INTSHIP,Issue for Material Requisition,19787,Material Requisition,-8,4936,0.83,4000,8000
2024-05-29,INTSHIP,Issue for Material Requisition,19787,Material Requisition,-28,4944,0.83,4000,8000
2024-05-31,INTSHIP,Issue for Material Requisition,19804,Material Requisition,-48,8392,1.41,4000,8000
2024-05-31,INTSHIP,Issue for Material Requisition,19832,Material Requisition,-48,8344,1.4,4000,8000
2024-06-01,INTSHIP,Issue for Material Requisition,19771,Material Requisition,-48,8296,1.4,4000,8000
2024-06-01,INTSHIP,Issue for Material Requisition,19874,Material Requisition,-36,8260,1.39,4000,8000
