Date Applied,Transaction Code,System Event Description,Order No,Order Type,Transaction Qty,On Hand Qty After Transaction,Lead Time Coverage,Order Point,Lot Size,Jalali_Date,J_Year,J_Month,J_Day,J_WeekOfYear,J_Season,J_Weekday_Name,Production_Date,Expiry_Date,Expired_Qty_Today,Risk_Qty_Next_30d,Expiry_Risk_Index
2024-02-06,INTSHIP,Issue for Material Requisition,15793.0,Material Requisition,-48.0,3539.0,0.6,4000,8000,1402-11-18,1402,11,18,47,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-02-06,INTSHIP,Issue for Material Requisition,15846.0,Material Requisition,-48.0,3491.0,0.59,4000,8000,1402-11-18,1402,11,18,47,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-02-08,INTSHIP,Issue for Material Requisition,15944.0,Material Requisition,-48.0,3443.0,0.58,4000,8000,1402-11-20,1402,11,20,47,زمستان,پنج‌شنبه,,,0.0,0,0.0
2024-02-10,INTSHIP,Issue for Material Requisition,16020.0,Material Requisition,-48.0,3395.0,0.57,4000,8000,1402-11-22,1402,11,22,47,زمستان,شنبه,,,0.0,0,0.0
2024-02-10,INTSHIP,Issue for Material Requisition,16009.0,Material Requisition,-48.0,3347.0,0.56,4000,8000,1402-11-22,1402,11,22,47,زمستان,شنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,16028.0,Material Requisition,-48.0,2915.0,0.49,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,16064.0,Material Requisition,-48.0,2747.0,0.46,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,16109.0,Material Requisition,-48.0,2795.0,0.47,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,16011.0,Material Requisition,-48.0,2963.0,0.5,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,16057.0,Material Requisition,-72.0,2843.0,0.48,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,15927.0,Material Requisition,-72.0,3083.0,0.52,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,15903.0,Material Requisition,-48.0,3155.0,0.53,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,15878.0,Material Requisition,-72.0,3203.0,0.54,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,15824.0,Material Requisition,-72.0,3275.0,0.55,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-12,INTSHIP,Issue for Material Requisition,15972.0,Material Requisition,-72.0,3011.0,0.51,4000,8000,1402-11-24,1402,11,24,48,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-14,INTSHIP,Issue for Material Requisition,16066.0,Material Requisition,-12.0,2735.0,0.46,4000,8000,1402-11-26,1402,11,26,48,زمستان,چهارشنبه,,,0.0,0,0.0
2024-02-14,INTSHIP,Issue for Material Requisition,16091.0,Material Requisition,-48.0,2687.0,0.45,4000,8000,1402-11-26,1402,11,26,48,زمستان,چهارشنبه,,,0.0,0,0.0
2024-02-15,INTSHIP,Issue for Material Requisition,16130.0,Material Requisition,-48.0,2639.0,0.44,4000,8000,1402-11-27,1402,11,27,48,زمستان,پنج‌شنبه,,,0.0,0,0.0
2024-02-15,INTSHIP,Issue for Material Requisition,16185.0,Material Requisition,-48.0,2591.0,0.44,4000,8000,1402-11-27,1402,11,27,48,زمستان,پنج‌شنبه,,,0.0,0,0.0
2024-02-15,INTSHIP,Issue for Material Requisition,16258.0,Material Requisition,-48.0,2543.0,0.43,4000,8000,1402-11-27,1402,11,27,48,زمستان,پنج‌شنبه,,,0.0,0,0.0
2024-02-15,INTSHIP,Issue for Material Requisition,16238.0,Material Requisition,-72.0,2471.0,0.42,4000,8000,1402-11-27,1402,11,27,48,زمستان,پنج‌شنبه,,,0.0,0,0.0
2024-02-16,INTSHIP,Issue for Material Requisition,16270.0,Material Requisition,-72.0,2399.0,0.4,4000,8000,1402-11-28,1402,11,28,48,زمستان,جمعه,,,0.0,0,0.0
2024-02-17,INTSHIP,Issue for Material Requisition,16301.0,Material Requisition,-72.0,2183.0,0.37,4000,8000,1402-11-29,1402,11,29,48,زمستان,شنبه,,,0.0,0,0.0
2024-02-17,INTSHIP,Issue for Material Requisition,16264.0,Material Requisition,-36.0,2291.0,0.39,4000,8000,1402-11-29,1402,11,29,48,زمستان,شنبه,,,0.0,0,0.0
2024-02-17,INTSHIP,Issue for Material Requisition,16300.0,Material Requisition,-36.0,2255.0,0.38,4000,8000,1402-11-29,1402,11,29,48,زمستان,شنبه,,,0.0,0,0.0
2024-02-17,INTSHIP,Issue for Material Requisition,16166.0,Material Requisition,-36.0,2363.0,0.4,4000,8000,1402-11-29,1402,11,29,48,زمستان,شنبه,,,0.0,0,0.0
2024-02-17,INTSHIP,Issue for Material Requisition,16223.0,Material Requisition,-36.0,2327.0,0.39,4000,8000,1402-11-29,1402,11,29,48,زمستان,شنبه,,,0.0,0,0.0
2024-02-18,INTSHIP,Issue for Material Requisition,16334.0,Material Requisition,-36.0,2147.0,0.36,4000,8000,1402-11-30,1402,11,30,48,زمستان,یکشنبه,,,0.0,0,0.0
2024-02-18,ARRIVAL,Receipt of Purchase Order,4542.0,Purchase Order,2004.0,3830.0,0.64,4000,8000,1402-11-30,1402,11,30,48,زمستان,یکشنبه,2024-02-18,2025-02-17,0.0,0,0.0
2024-02-19,INTSHIP,Issue for Material Requisition,16124.0,Material Requisition,-72.0,2075.0,0.35,4000,8000,1402-12-01,1402,12,1,49,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-19,INTSHIP,Issue for Material Requisition,16143.0,Material Requisition,-69.0,2006.0,0.34,4000,8000,1402-12-01,1402,12,1,49,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-20,INTSHIP,Issue for Material Requisition,16370.0,Material Requisition,-36.0,1970.0,0.33,4000,8000,1402-12-02,1402,12,2,49,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-02-20,INTSHIP,Issue for Material Requisition,16151.0,Material Requisition,-72.0,1898.0,0.32,4000,8000,1402-12-02,1402,12,2,49,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-02-21,INTSHIP,Issue for Material Requisition,16409.0,Material Requisition,-36.0,1862.0,0.31,4000,8000,1402-12-03,1402,12,3,49,زمستان,چهارشنبه,,,0.0,0,0.0
2024-02-21,INTSHIP,Issue for Material Requisition,16427.0,Material Requisition,-36.0,1826.0,0.31,4000,8000,1402-12-03,1402,12,3,49,زمستان,چهارشنبه,,,0.0,0,0.0
2024-02-22,ARRIVAL,Receipt of Purchase Order,4542.0,Purchase Order,2997.0,6827.0,1.15,4000,8000,1402-12-04,1402,12,4,49,زمستان,پنج‌شنبه,2024-02-22,2025-02-21,0.0,0,0.0
2024-02-23,INTSHIP,Issue for Material Requisition,16497.0,Material Requisition,-72.0,6617.0,1.11,4000,8000,1402-12-05,1402,12,5,49,زمستان,جمعه,,,0.0,0,0.0
2024-02-23,INTSHIP,Issue for Material Requisition,16489.0,Material Requisition,-36.0,6791.0,1.14,4000,8000,1402-12-05,1402,12,5,49,زمستان,جمعه,,,0.0,0,0.0
2024-02-23,INTSHIP,Issue for Material Requisition,16496.0,Material Requisition,-30.0,6761.0,1.14,4000,8000,1402-12-05,1402,12,5,49,زمستان,جمعه,,,0.0,0,0.0
2024-02-23,INTSHIP,Issue for Material Requisition,16150.0,Material Requisition,-72.0,6689.0,1.13,4000,8000,1402-12-05,1402,12,5,49,زمستان,جمعه,,,0.0,0,0.0
2024-02-23,INTSHIP,Issue for Material Requisition,16515.0,Material Requisition,-72.0,6545.0,1.1,4000,8000,1402-12-05,1402,12,5,49,زمستان,جمعه,,,0.0,0,0.0
2024-02-24,INTSHIP,Issue for Material Requisition,16544.0,Material Requisition,-72.0,6473.0,1.09,4000,8000,1402-12-06,1402,12,6,49,زمستان,شنبه,,,0.0,0,0.0
2024-02-25,INTSHIP,Issue for Material Requisition,16594.0,Material Requisition,-12.0,6461.0,1.09,4000,8000,1402-12-07,1402,12,7,49,زمستان,یکشنبه,,,0.0,0,0.0
2024-02-26,INTSHIP,Issue for Material Requisition,16529.0,Material Requisition,-36.0,6425.0,1.08,4000,8000,1402-12-08,1402,12,8,50,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-26,INTSHIP,Issue for Material Requisition,16557.0,Material Requisition,-48.0,6377.0,1.07,4000,8000,1402-12-08,1402,12,8,50,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-26,INTSHIP,Issue for Material Requisition,16591.0,Material Requisition,-48.0,6329.0,1.06,4000,8000,1402-12-08,1402,12,8,50,زمستان,دوشنبه,,,0.0,0,0.0
2024-02-27,INTSHIP,Issue for Material Requisition,16630.0,Material Requisition,-48.0,6281.0,1.06,4000,8000,1402-12-09,1402,12,9,50,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-02-27,INTSHIP,Issue for Material Requisition,16617.0,Material Requisition,-72.0,6209.0,1.04,4000,8000,1402-12-09,1402,12,9,50,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16758.0,Material Requisition,-36.0,5741.0,0.97,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16728.0,Material Requisition,-48.0,5849.0,0.98,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16666.0,Material Requisition,-48.0,5897.0,0.99,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16745.0,Material Requisition,-72.0,5777.0,0.97,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16680.0,Material Requisition,-72.0,6017.0,1.01,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16656.0,Material Requisition,-72.0,6089.0,1.02,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16687.0,Material Requisition,-48.0,6161.0,1.04,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-01,INTSHIP,Issue for Material Requisition,16712.0,Material Requisition,-72.0,5945.0,1.0,4000,8000,1402-12-12,1402,12,12,50,زمستان,جمعه,,,0.0,0,0.0
2024-03-02,INTSHIP,Issue for Material Requisition,16764.0,Material Requisition,-72.0,5669.0,0.95,4000,8000,1402-12-13,1402,12,13,50,زمستان,شنبه,,,0.0,0,0.0
2024-03-03,INTSHIP,Issue for Material Requisition,16787.0,Material Requisition,-36.0,5633.0,0.95,4000,8000,1402-12-14,1402,12,14,50,زمستان,یکشنبه,,,0.0,0,0.0
2024-03-03,ARRIVAL,Receipt of Purchase Order,4740.0,Purchase Order,2496.0,8129.0,1.37,4000,8000,1402-12-14,1402,12,14,50,زمستان,یکشنبه,2024-03-03,2025-03-03,0.0,0,0.0
2024-03-03,ARRIVAL,Receipt of Purchase Order,4740.0,Purchase Order,2508.0,10637.0,1.79,4000,8000,1402-12-14,1402,12,14,50,زمستان,یکشنبه,2024-03-03,2025-03-03,0.0,0,0.0
2024-03-05,INTSHIP,Issue for Material Requisition,16875.0,Material Requisition,-36.0,10601.0,1.78,4000,8000,1402-12-16,1402,12,16,51,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-03-06,INTSHIP,Issue for Material Requisition,16922.0,Material Requisition,-72.0,10529.0,1.77,4000,8000,1402-12-17,1402,12,17,51,زمستان,چهارشنبه,,,0.0,0,0.0
2024-03-07,INTSHIP,Issue for Material Requisition,16914.0,Material Requisition,-36.0,10493.0,1.77,4000,8000,1402-12-18,1402,12,18,51,زمستان,پنج‌شنبه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16874.0,Material Requisition,-24.0,10217.0,1.72,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16993.0,Material Requisition,-72.0,10001.0,1.68,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16882.0,Material Requisition,-72.0,10145.0,1.71,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16808.0,Material Requisition,-72.0,10241.0,1.72,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16969.0,Material Requisition,-72.0,10073.0,1.69,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16986.0,Material Requisition,-36.0,10385.0,1.75,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16954.0,Material Requisition,-36.0,10421.0,1.75,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16852.0,Material Requisition,-36.0,10457.0,1.76,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-08,INTSHIP,Issue for Material Requisition,16856.0,Material Requisition,-72.0,10313.0,1.73,4000,8000,1402-12-19,1402,12,19,51,زمستان,جمعه,,,0.0,0,0.0
2024-03-09,INTSHIP,Issue for Material Requisition,17011.0,Material Requisition,-36.0,9965.0,1.68,4000,8000,1402-12-20,1402,12,20,51,زمستان,شنبه,,,0.0,0,0.0
2024-03-09,INTSHIP,Issue for Material Requisition,17039.0,Material Requisition,-36.0,9929.0,1.67,4000,8000,1402-12-20,1402,12,20,51,زمستان,شنبه,,,0.0,0,0.0
2024-03-09,INTSHIP,Issue for Material Requisition,17017.0,Material Requisition,-72.0,9857.0,1.66,4000,8000,1402-12-20,1402,12,20,51,زمستان,شنبه,,,0.0,0,0.0
2024-03-10,INTSHIP,Issue for Material Requisition,14832.0,Material Requisition,-1.5,9855.5,1.66,4000,8000,1402-12-21,1402,12,21,51,زمستان,یکشنبه,,,0.0,0,0.0
2024-03-11,INTSHIP,Issue for Material Requisition,17045.0,Material Requisition,-69.0,9786.5,1.65,4000,8000,1402-12-22,1402,12,22,52,زمستان,دوشنبه,,,0.0,0,0.0
2024-03-11,INTSHIP,Issue for Material Requisition,17080.0,Material Requisition,-72.0,9714.5,1.63,4000,8000,1402-12-22,1402,12,22,52,زمستان,دوشنبه,,,0.0,0,0.0
2024-03-11,INTSHIP,Issue for Material Requisition,17093.0,Material Requisition,-48.0,9666.5,1.63,4000,8000,1402-12-22,1402,12,22,52,زمستان,دوشنبه,,,0.0,0,0.0
2024-03-11,INTSHIP,Issue for Material Requisition,17075.0,Material Requisition,-36.0,9630.5,1.62,4000,8000,1402-12-22,1402,12,22,52,زمستان,دوشنبه,,,0.0,0,0.0
2024-03-12,INTSHIP,Issue for Material Requisition,17045.0,Material Requisition,-3.0,9627.5,1.62,4000,8000,1402-12-23,1402,12,23,52,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-03-12,INTSHIP,Issue for Material Requisition,14832.0,Material Requisition,-0.5,9627.0,1.62,4000,8000,1402-12-23,1402,12,23,52,زمستان,سه‌شنبه,,,0.0,0,0.0
2024-03-13,INTSHIP,Issue for Material Requisition,17145.0,Material Requisition,-68.5,9365.5,1.58,4000,8000,1402-12-24,1402,12,24,52,زمستان,چهارشنبه,,,0.0,0,0.0
2024-03-13,INTSHIP,Issue for Material Requisition,17124.0,Material Requisition,-48.0,9434.0,1.59,4000,8000,1402-12-24,1402,12,24,52,زمستان,چهارشنبه,,,0.0,0,0.0
2024-03-13,INTSHIP,Issue for Material Requisition,17132.0,Material Requisition,-73.0,9482.0,1.6,4000,8000,1402-12-24,1402,12,24,52,زمستان,چهارشنبه,,,0.0,0,0.0
2024-03-13,INTSHIP,Issue for Material Requisition,17103.0,Material Requisition,-72.0,9555.0,1.61,4000,8000,1402-12-24,1402,12,24,52,زمستان,چهارشنبه,,,0.0,0,0.0
2024-03-14,INTSHIP,Issue for Material Requisition,17147.0,Material Requisition,-81.0,9284.5,1.56,4000,8000,1402-12-25,1402,12,25,52,زمستان,پنج‌شنبه,,,0.0,0,0.0
2024-03-15,INTSHIP,Issue for Material Requisition,17159.0,Material Requisition,-81.0,9203.5,1.55,4000,8000,1402-12-26,1402,12,26,52,زمستان,جمعه,,,0.0,0,0.0
2024-03-16,INTSHIP,Issue for Material Requisition,17170.0,Material Requisition,-80.0,9123.5,1.53,4000,8000,1402-12-27,1402,12,27,52,زمستان,شنبه,,,0.0,0,0.0
2024-03-20,INTSHIP,Issue for Material Requisition,17140.0,Material Requisition,-36.0,9087.5,1.53,4000,8000,1403-01-02,1403,1,2,1,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-20,INTSHIP,Issue for Material Requisition,17152.0,Material Requisition,-48.0,9039.5,1.52,4000,8000,1403-01-02,1403,1,2,1,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-20,INTSHIP,Issue for Material Requisition,17166.0,Material Requisition,-36.0,9003.5,1.51,4000,8000,1403-01-02,1403,1,2,1,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-20,INTSHIP,Issue for Material Requisition,17184.0,Material Requisition,-48.0,8955.5,1.51,4000,8000,1403-01-02,1403,1,2,1,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-20,INTSHIP,Issue for Material Requisition,17234.0,Material Requisition,-81.0,8874.5,1.49,4000,8000,1403-01-02,1403,1,2,1,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-20,INTSHIP,Issue for Material Requisition,17260.0,Material Requisition,-67.5,8807.0,1.48,4000,8000,1403-01-02,1403,1,2,1,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-20,INTSHIP,Issue for Material Requisition,17320.0,Material Requisition,-72.6,8734.4,1.47,4000,8000,1403-01-02,1403,1,2,1,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-21,INTSHIP,Issue for Material Requisition,17214.0,Material Requisition,-48.0,8686.4,1.46,4000,8000,1403-01-03,1403,1,3,1,بهار,پنج‌شنبه,,,0.0,0,0.0
2024-03-22,INTSHIP,Issue for Material Requisition,17328.0,Material Requisition,-72.0,8389.4,1.41,4000,8000,1403-01-04,1403,1,4,1,بهار,جمعه,,,0.0,0,0.0
2024-03-22,INTSHIP,Issue for Material Requisition,17327.0,Material Requisition,-48.0,8461.4,1.42,4000,8000,1403-01-04,1403,1,4,1,بهار,جمعه,,,0.0,0,0.0
2024-03-22,INTSHIP,Issue for Material Requisition,17256.0,Material Requisition,-48.0,8557.4,1.44,4000,8000,1403-01-04,1403,1,4,1,بهار,جمعه,,,0.0,0,0.0
2024-03-22,INTSHIP,Issue for Material Requisition,17304.0,Material Requisition,-48.0,8509.4,1.43,4000,8000,1403-01-04,1403,1,4,1,بهار,جمعه,,,0.0,0,0.0
2024-03-22,INTSHIP,Issue for Material Requisition,17215.0,Material Requisition,-81.0,8605.4,1.45,4000,8000,1403-01-04,1403,1,4,1,بهار,جمعه,,,0.0,0,0.0
2024-03-23,INTSHIP,Issue for Material Requisition,17337.0,Material Requisition,-48.0,8341.4,1.4,4000,8000,1403-01-05,1403,1,5,1,بهار,شنبه,,,0.0,0,0.0
2024-03-23,INTSHIP,Issue for Material Requisition,17345.0,Material Requisition,-72.0,8269.4,1.39,4000,8000,1403-01-05,1403,1,5,1,بهار,شنبه,,,0.0,0,0.0
2024-03-23,INTSHIP,Issue for Material Requisition,17354.0,Material Requisition,-48.0,8221.4,1.38,4000,8000,1403-01-05,1403,1,5,1,بهار,شنبه,,,0.0,0,0.0
2024-03-25,INTSHIP,Issue for Material Requisition,17376.0,Material Requisition,-42.0,8179.4,1.38,4000,8000,1403-01-07,1403,1,7,1,بهار,دوشنبه,,,0.0,0,0.0
2024-03-25,INTSHIP,Issue for Material Requisition,17411.0,Material Requisition,-48.0,8131.4,1.37,4000,8000,1403-01-07,1403,1,7,1,بهار,دوشنبه,,,0.0,0,0.0
2024-03-27,INTSHIP,Issue for Material Requisition,17491.0,Material Requisition,-48.0,8083.4,1.36,4000,8000,1403-01-09,1403,1,9,2,بهار,چهارشنبه,,,0.0,0,0.0
2024-03-28,INTSHIP,Issue for Material Requisition,17539.0,Material Requisition,-48.0,8035.4,1.35,4000,8000,1403-01-10,1403,1,10,2,بهار,پنج‌شنبه,,,0.0,0,0.0
2024-03-29,INTSHIP,Issue for Material Requisition,17409.0,Material Requisition,-48.0,7795.4,1.31,4000,8000,1403-01-11,1403,1,11,2,بهار,جمعه,,,0.0,0,0.0
2024-03-29,INTSHIP,Issue for Material Requisition,17449.0,Material Requisition,-24.0,7891.4,1.33,4000,8000,1403-01-11,1403,1,11,2,بهار,جمعه,,,0.0,0,0.0
2024-03-29,INTSHIP,Issue for Material Requisition,17389.0,Material Requisition,-48.0,7843.4,1.32,4000,8000,1403-01-11,1403,1,11,2,بهار,جمعه,,,0.0,0,0.0
2024-03-29,INTSHIP,Issue for Material Requisition,17560.0,Material Requisition,-72.0,7963.4,1.34,4000,8000,1403-01-11,1403,1,11,2,بهار,جمعه,,,0.0,0,0.0
2024-03-29,INTSHIP,Issue for Material Requisition,17438.0,Material Requisition,-48.0,7915.4,1.33,4000,8000,1403-01-11,1403,1,11,2,بهار,جمعه,,,0.0,0,0.0
2024-03-31,INTSHIP,Issue for Material Requisition,12294.0,Material Requisition,-3.0,7792.4,1.31,4000,8000,1403-01-13,1403,1,13,2,بهار,یکشنبه,,,0.0,0,0.0
2024-03-31,INTSHIP,Issue for Material Requisition,17581.0,Material Requisition,-48.0,7744.4,1.3,4000,8000,1403-01-13,1403,1,13,2,بهار,یکشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17557.0,Material Requisition,-36.0,7396.4,1.24,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17617.0,Material Requisition,-48.0,7696.4,1.29,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17639.0,Material Requisition,-48.0,7648.4,1.29,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17602.0,Material Requisition,-48.0,7600.4,1.28,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17580.0,Material Requisition,-48.0,7552.4,1.27,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17433.0,Material Requisition,-48.0,7504.4,1.26,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17478.0,Material Requisition,-36.0,7468.4,1.26,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-01,INTSHIP,Issue for Material Requisition,17538.0,Material Requisition,-36.0,7432.4,1.25,4000,8000,1403-01-14,1403,1,14,2,بهار,دوشنبه,,,0.0,0,0.0
2024-04-02,INTSHIP,Issue for Material Requisition,17650.0,Material Requisition,-48.0,7276.4,1.22,4000,8000,1403-01-15,1403,1,15,3,بهار,سه‌شنبه,,,0.0,0,0.0
2024-04-02,INTSHIP,Issue for Material Requisition,17658.0,Material Requisition,-48.0,7228.4,1.22,4000,8000,1403-01-15,1403,1,15,3,بهار,سه‌شنبه,,,0.0,0,0.0
2024-04-02,INTSHIP,Issue for Material Requisition,17626.0,Material Requisition,-24.0,7372.4,1.24,4000,8000,1403-01-15,1403,1,15,3,بهار,سه‌شنبه,,,0.0,0,0.0
2024-04-02,INTSHIP,Issue for Material Requisition,17636.0,Material Requisition,-48.0,7324.4,1.23,4000,8000,1403-01-15,1403,1,15,3,بهار,سه‌شنبه,,,0.0,0,0.0
2024-04-03,INTSHIP,Issue for Material Requisition,17681.0,Material Requisition,-12.0,7216.4,1.21,4000,8000,1403-01-16,1403,1,16,3,بهار,چهارشنبه,,,0.0,0,0.0
2024-04-04,INTSHIP,Issue for Material Requisition,17685.0,Material Requisition,-72.0,7144.4,1.2,4000,8000,1403-01-17,1403,1,17,3,بهار,پنج‌شنبه,,,0.0,0,0.0
2024-04-04,INTSHIP,Issue for Material Requisition,17724.0,Material Requisition,-12.0,7058.0,1.19,4000,8000,1403-01-17,1403,1,17,3,بهار,پنج‌شنبه,,,0.0,0,0.0
2024-04-04,INTSHIP,Issue for Material Requisition,17724.0,Material Requisition,-74.4,7070.0,1.19,4000,8000,1403-01-17,1403,1,17,3,بهار,پنج‌شنبه,,,0.0,0,0.0
2024-04-05,INTSHIP,Issue for Material Requisition,17739.0,Material Requisition,-72.0,6986.0,1.18,4000,8000,1403-01-18,1403,1,18,3,بهار,جمعه,,,0.0,0,0.0
2024-04-06,INTSHIP,Issue for Material Requisition,17344.0,Material Requisition,-72.0,6914.0,1.16,4000,8000,1403-01-19,1403,1,19,3,بهار,شنبه,,,0.0,0,0.0
2024-04-06,INTSHIP,Issue for Material Requisition,17679.0,Material Requisition,-48.0,6866.0,1.16,4000,8000,1403-01-19,1403,1,19,3,بهار,شنبه,,,0.0,0,0.0
2024-04-06,INTSHIP,Issue for Material Requisition,17713.0,Material Requisition,-36.0,6830.0,1.15,4000,8000,1403-01-19,1403,1,19,3,بهار,شنبه,,,0.0,0,0.0
2024-04-06,INTSHIP,Issue for Material Requisition,17736.0,Material Requisition,-14.0,6816.0,1.15,4000,8000,1403-01-19,1403,1,19,3,بهار,شنبه,,,0.0,0,0.0
2024-04-06,INTSHIP,Issue for Material Requisition,17736.0,Material Requisition,-34.0,6782.0,1.14,4000,8000,1403-01-19,1403,1,19,3,بهار,شنبه,,,0.0,0,0.0
2024-04-06,INTSHIP,Issue for Material Requisition,17741.0,Material Requisition,-36.0,6746.0,1.13,4000,8000,1403-01-19,1403,1,19,3,بهار,شنبه,,,0.0,0,0.0
2024-04-06,INTSHIP,Issue for Material Requisition,17772.0,Material Requisition,-42.0,6704.0,1.13,4000,8000,1403-01-19,1403,1,19,3,بهار,شنبه,,,0.0,0,0.0
2024-04-07,INTSHIP,Issue for Material Requisition,17786.0,Material Requisition,-72.0,6632.0,1.12,4000,8000,1403-01-20,1403,1,20,3,بهار,یکشنبه,,,0.0,0,0.0
2024-04-08,INTSHIP,Issue for Material Requisition,17779.0,Material Requisition,-48.0,6584.0,1.11,4000,8000,1403-01-21,1403,1,21,3,بهار,دوشنبه,,,0.0,0,0.0
